item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
ITM12455,Automotive,182,62,9,3,28.94,7.55,0.11,L79,C,37,1.04,55.62,1.36,7,0.76,324,2.82,0.72,2024-05-08,270.45,0.458
ITM12456,Pharma,79,76,9,2,36.97,7.04,0.98,L12,B,117,2.93,67.19,0.92,6,0.8,187,11.9,0.92,2024-10-12,234.97,0.691
ITM12457,Electronics,25,99,14,7,47.59,3.7,0.54,L9,C,18,3.78,66.82,1.82,7,0.86,222,3.8,0.25,2024-02-06,251.41,0.351
ITM12458,Electronics,216,27,11,5,5.09,1.56,0.94,L40,A,173,2.99,116.2,1.54,8,0.87,376,13.1,0.28,2024-10-21,94.78,0.491
ITM12459,Apparel,489,18,8,9,1.28,3.18,0.59,L51,C,171,4.77,57.61,0.24,0,0.76,832,7.33,0.57,2024-04-26,263.31,0.74
ITM12460,Pharma,77,47,3,7,2.46,2.5,0.64,L92,B,41,0.96,188.78,0.39,9,0.77,264,2.32,0.69,2024-05-12,198.43,0.504
ITM12461,Electronics,324,96,10,5,28.6,1.79,0.74,L93,C,75,3.75,107.14,0.26,5,0.93,277,6.09,0.2,2024-07-27,224.02,0.581
ITM12462,Groceries,426,30,3,9,38.38,0.73,0.39,L62,B,109,4.21,34.5,0.71,3,0.92,156,11.92,0.56,2024-07-17,100.6,0.724
ITM12463,Pharma,236,74,5,9,18.99,9.39,0.73,L68,C,162,3.66,63.13,0.93,0,0.95,208,2.07,0.34,2024-08-18,81.05,0.593
ITM12464,Groceries,437,30,13,8,27.72,9.25,0.57,L53,D,163,2.24,148.65,1.06,1,0.98,943,9.76,0.72,2024-11-18,128.37,0.744
ITM12465,Groceries,45,36,7,2,26.3,0.98,0.71,L99,B,30,2.23,12.6,1.72,9,0.79,185,8.1,0.41,2024-07-26,176.81,0.396
ITM12466,Electronics,322,79,10,9,5.64,2.14,0.85,L53,C,91,3.14,188.19,0.13,3,0.96,812,5.34,0.92,2024-08-09,203.14,0.774
ITM12467,Pharma,24,53,11,7,16.76,1.83,0.27,L74,A,33,2.29,94.58,0.91,0,0.9,79,11.58,0.25,2024-06-10,154.41,0.693
ITM12468,Automotive,493,37,9,9,1.95,3.17,0.65,L10,B,120,4.47,109.01,0.88,5,0.99,147,1.73,0.85,2024-01-09,212.67,0.603
ITM12469,Electronics,39,54,11,4,6.42,2.44,0.15,L17,B,101,0.99,197.8,1.9,0,0.78,658,7.97,0.51,2024-07-18,215.42,0.574
ITM12470,Electronics,409,26,13,7,40.78,9.49,0.19,L41,C,21,3.38,105.65,0.56,8,0.78,818,8.1,0.89,2024-12-10,203.16,0.626
ITM12471,Pharma,217,49,5,2,41.64,1.3,0.71,L83,D,148,1.1,190.07,0.33,9,0.91,833,2.21,0.85,2024-03-01,82.82,0.568
ITM12472,Pharma,78,12,7,3,40.3,2.51,0.16,L10,D,164,2.93,183.89,0.37,2,0.98,931,2.9,0.39,2024-09-30,139.44,0.636
ITM12473,Groceries,467,85,12,3,36.61,1.27,0.64,L58,C,32,3.72,188.85,1.09,0,0.95,572,6.74,0.24,2024-01-04,232.07,0.619
ITM12474,Pharma,261,85,10,7,39.87,9.81,0.3,L60,C,170,1.24,164.35,0.84,5,0.92,972,8.51,0.76,2024-11-24,267.22,0.665
ITM12475,Groceries,165,75,14,7,33.88,9.22,0.37,L88,A,101,3.67,66.32,1.53,5,0.82,391,1.74,0.36,2024-11-12,155.34,0.406
ITM12476,Electronics,407,55,3,5,33.82,7.31,0.22,L67,C,175,1.13,75.81,0.71,6,0.92,217,1.16,0.94,2024-02-02,296.17,0.596
ITM12477,Apparel,292,95,10,2,33.7,4.55,0.32,L45,B,179,3.29,79.35,0.34,6,0.94,260,3.7,0.25,2024-10-26,60.67,0.533
ITM12478,Automotive,268,96,9,5,26.19,2.31,0.84,L17,C,132,2.77,196.04,0.84,9,0.93,733,7.83,0.46,2024-01-24,75.07,0.518
ITM12479,Electronics,33,39,3,4,18.8,2.6,0.67,L100,A,166,1.84,78.54,1.78,3,0.9,887,1.56,0.21,2024-12-24,143.62,0.405
ITM12480,Pharma,481,78,12,8,36.78,4.71,0.95,L71,C,43,1.0,30.65,0.87,4,0.71,681,11.27,0.45,2024-02-07,157.53,0.615
ITM12481,Automotive,32,18,14,3,15.63,7.8,0.14,L82,C,134,3.81,157.88,1.68,2,0.9,234,3.13,0.63,2024-07-02,133.1,0.54
ITM12482,Apparel,410,94,12,9,27.6,3.01,0.81,L76,B,66,2.22,79.55,0.81,5,0.84,481,11.82,0.72,2024-09-14,134.82,0.689
ITM12483,Apparel,403,20,14,9,22.23,3.45,0.73,L24,D,12,0.89,127.98,0.63,6,0.99,473,3.87,0.78,2024-02-24,151.3,0.623
ITM12484,Groceries,63,78,8,6,14.55,6.2,0.33,L99,C,15,3.98,185.63,1.57,8,0.88,88,5.85,0.87,2024-05-28,102.85,0.511
ITM12485,Automotive,394,75,3,6,48.76,2.76,0.76,L17,A,57,1.55,119.35,0.5,8,0.88,436,7.71,0.29,2024-12-17,47.97,0.527
ITM12486,Groceries,418,97,4,2,13.68,6.05,0.74,L56,C,111,3.81,131.16,0.54,4,1.0,818,5.86,0.81,2024-06-03,287.27,0.706
ITM12487,Electronics,38,40,7,9,16.16,4.18,0.51,L65,C,129,3.04,132.14,0.19,3,0.73,840,1.33,0.42,2024-11-06,240.55,0.569
ITM12488,Automotive,82,42,4,2,8.92,0.83,0.72,L8,B,22,1.38,126.36,0.46,6,0.78,791,13.72,0.31,2024-02-14,246.32,0.635
ITM12489,Electronics,258,48,12,6,41.33,4.33,0.5,L16,D,45,0.84,40.36,0.82,2,0.9,500,5.01,0.41,2024-05-24,115.84,0.607
ITM12490,Groceries,438,55,3,2,29.74,9.24,0.4,L67,D,79,3.17,96.72,0.86,3,0.79,164,2.9,0.89,2024-08-12,127.13,0.629
ITM12491,Automotive,356,46,8,3,31.04,3.28,0.52,L20,D,42,0.61,11.46,0.9,8,0.8,979,2.86,0.7,2024-07-14,281.39,0.488
ITM12492,Groceries,438,69,10,4,41.21,3.57,0.91,L39,C,114,0.79,128.99,1.01,4,0.97,450,14.64,0.68,2024-07-21,292.14,0.744
ITM12493,Automotive,422,40,10,4,17.8,1.13,0.45,L22,B,66,3.66,119.32,1.19,9,0.87,353,2.72,0.67,2024-12-04,283.36,0.445
ITM12494,Groceries,423,20,10,9,10.49,6.34,0.46,L21,B,64,2.92,70.45,0.46,6,0.73,652,5.85,0.53,2024-01-16,196.35,0.564
ITM12495,Apparel,119,96,13,5,10.72,8.57,0.65,L42,C,116,1.97,109.54,1.27,1,0.79,358,1.95,0.53,2024-08-30,80.39,0.543
ITM12496,Groceries,182,11,8,3,36.9,3.85,0.78,L91,B,150,2.93,103.68,0.74,8,0.72,622,11.3,0.32,2024-03-21,185.44,0.525
ITM12497,Apparel,435,36,13,8,31.09,2.78,0.76,L29,D,60,3.16,57.67,1.49,4,0.87,152,9.35,0.47,2024-09-30,180.84,0.564
ITM12498,Groceries,141,11,5,2,11.11,9.59,0.12,L45,B,101,3.04,65.72,1.16,4,0.75,776,8.47,0.61,2024-04-22,273.39,0.589
ITM12499,Automotive,451,30,3,2,8.11,7.58,0.72,L67,C,62,3.39,154.88,1.15,3,0.96,151,12.98,0.68,2024-03-10,100.38,0.726
ITM12500,Automotive,63,67,4,9,6.91,5.89,0.51,L37,C,45,4.73,153.59,1.4,7,0.87,956,9.03,0.26,2024-07-19,68.2,0.466
ITM12501,Automotive,379,14,7,8,31.76,3.4,0.57,L11,A,142,2.25,99.26,0.73,3,0.72,704,14.38,0.47,2024-10-06,87.08,0.697
ITM12502,Pharma,427,61,12,5,1.01,2.6,0.61,L33,A,128,1.86,146.33,0.92,1,0.79,139,9.72,0.47,2024-05-31,80.51,0.67
ITM12503,Electronics,336,54,7,5,1.9,7.3,0.76,L26,B,34,0.67,95.65,1.21,4,0.88,167,5.96,0.61,2024-11-20,198.03,0.576
ITM12504,Automotive,400,94,12,2,20.09,5.46,0.85,L82,B,90,1.16,171.76,0.9,2,0.8,188,1.51,0.77,2024-03-14,245.61,0.604
ITM12505,Apparel,164,29,3,2,34.88,5.45,0.68,L71,C,46,0.98,73.23,0.94,3,0.85,952,11.15,0.71,2024-06-01,116.75,0.707
ITM12506,Automotive,346,70,3,8,35.06,1.2,0.61,L36,A,28,2.01,186.19,0.62,2,0.97,352,6.23,0.66,2024-12-12,61.16,0.707
ITM12507,Pharma,382,47,11,9,22.08,5.37,0.44,L17,A,44,3.24,113.03,0.65,6,0.81,801,9.39,0.43,2024-11-27,109.5,0.588
ITM12508,Apparel,69,29,4,3,34.86,8.32,0.22,L81,D,116,0.71,111.78,1.43,5,0.8,697,13.27,0.87,2024-07-10,168.5,0.668
ITM12509,Pharma,84,34,9,8,26.53,9.49,0.96,L39,D,171,3.77,137.45,0.11,1,0.95,566,1.11,0.83,2024-01-06,202.7,0.74
ITM12510,Apparel,374,11,12,5,48.87,1.51,0.52,L79,C,63,2.29,74.76,0.28,7,0.8,258,11.63,0.35,2024-10-10,169.44,0.617
ITM12511,Groceries,307,41,6,8,8.96,6.5,0.61,L69,C,15,4.84,147.62,1.9,4,0.72,136,7.09,0.72,2024-10-11,84.45,0.513
ITM12512,Electronics,183,35,9,8,30.43,5.9,0.78,L12,C,138,3.06,70.88,0.46,5,0.75,908,2.74,0.93,2024-03-13,276.23,0.627
ITM12513,Electronics,160,79,10,8,25.07,8.96,0.16,L65,C,43,3.97,85.53,0.89,7,0.98,368,9.15,0.55,2024-03-04,136.97,0.599
ITM12514,Pharma,473,50,7,3,10.53,7.64,0.87,L83,A,65,4.38,138.19,1.71,6,0.98,838,8.46,0.94,2024-01-22,143.1,0.606
ITM12515,Electronics,333,76,14,7,37.75,9.67,0.82,L22,C,106,4.5,81.91,0.1,2,0.77,936,12.79,0.22,2024-01-03,290.54,0.719
ITM12516,Pharma,147,10,14,2,14.5,9.62,0.8,L76,C,35,2.83,48.0,1.86,1,0.87,682,8.3,0.61,2024-10-20,261.83,0.601
ITM12517,Pharma,417,60,3,6,19.7,2.64,0.12,L75,A,179,2.29,175.66,0.2,2,0.74,294,12.58,0.41,2024-11-01,243.82,0.738
ITM12518,Pharma,440,14,6,9,19.37,7.39,0.57,L20,D,100,3.02,185.21,0.42,7,0.9,919,8.62,0.41,2024-07-20,62.98,0.595
ITM12519,Electronics,387,22,12,8,12.97,5.54,0.15,L22,C,47,2.31,129.08,0.16,3,0.76,139,7.26,0.9,2024-10-02,253.05,0.753
ITM12520,Pharma,482,28,5,9,22.1,2.54,0.6,L85,D,163,1.58,164.12,1.09,7,0.71,527,6.2,0.45,2024-10-07,142.04,0.466
ITM12521,Electronics,258,21,12,6,24.19,2.35,0.75,L80,A,68,1.96,197.46,1.89,3,0.95,701,3.43,0.22,2024-02-13,70.72,0.431
ITM12522,Pharma,343,57,14,7,37.47,1.27,0.21,L93,D,136,1.55,126.81,1.69,6,0.8,161,9.18,0.63,2024-06-05,297.36,0.519
ITM12523,Automotive,315,34,7,2,38.49,8.06,0.73,L78,A,33,1.71,182.67,1.32,5,0.73,956,8.62,0.98,2024-04-17,59.9,0.625
ITM12524,Pharma,206,66,12,5,8.77,3.58,0.5,L44,C,120,0.92,78.26,0.45,9,0.95,999,14.66,0.26,2024-06-25,277.36,0.612
ITM12525,Apparel,227,44,12,6,30.05,8.64,0.83,L73,D,30,2.42,143.09,1.75,0,0.93,443,6.77,0.43,2024-04-18,10.15,0.587
ITM12526,Pharma,239,85,8,9,44.91,6.28,0.58,L6,C,69,1.56,20.6,1.53,7,0.91,936,6.9,0.58,2024-07-30,137.0,0.497
ITM12527,Groceries,419,14,4,9,6.33,6.9,0.4,L4,B,99,2.52,159.9,0.61,5,0.97,289,3.29,0.86,2024-11-26,18.67,0.649
ITM12528,Pharma,209,31,9,9,24.17,3.27,0.4,L11,B,157,4.06,167.66,1.63,1,0.85,321,9.37,0.42,2024-09-19,274.61,0.596
ITM12529,Apparel,407,86,5,5,37.77,4.84,0.91,L6,D,15,2.52,86.22,1.77,4,0.74,192,12.87,0.47,2024-03-13,46.51,0.557
ITM12530,Apparel,448,66,3,6,30.96,4.42,0.51,L83,A,19,4.8,131.4,1.43,1,0.72,768,4.47,0.51,2024-03-23,205.2,0.543
ITM12531,Electronics,365,56,12,9,5.93,2.74,0.47,L99,D,149,1.17,173.09,0.29,9,0.8,168,1.13,0.5,2024-04-04,193.05,0.466
ITM12532,Automotive,303,63,5,5,20.43,8.41,0.14,L74,A,106,4.33,177.89,1.97,6,0.73,645,10.68,0.36,2024-04-23,235.93,0.443
ITM12533,Pharma,371,12,11,8,25.85,6.41,0.43,L34,B,159,1.62,30.24,0.24,9,0.86,949,1.44,0.93,2024-11-11,226.59,0.573
ITM12534,Electronics,256,62,12,9,49.8,0.86,0.86,L84,A,89,4.7,167.22,1.34,5,0.7,300,6.73,0.83,2024-05-09,19.41,0.562
ITM12535,Automotive,213,93,13,6,9.75,8.29,0.78,L27,B,26,1.52,62.11,0.31,6,0.83,327,9.58,0.98,2024-04-09,122.64,0.739
ITM12536,Pharma,306,40,13,5,49.14,1.51,0.3,L99,D,147,3.86,148.19,1.82,5,0.75,212,6.4,0.5,2024-02-28,103.53,0.453
ITM12537,Groceries,278,78,8,7,19.43,4.34,0.47,L74,C,149,0.78,71.78,0.76,9,0.81,703,4.65,0.24,2024-04-02,292.14,0.416
ITM12538,Pharma,265,97,13,3,10.82,5.93,0.28,L54,C,92,3.33,20.7,1.07,0,0.9,399,12.19,0.29,2024-12-09,234.72,0.694
ITM12539,Apparel,155,42,8,5,21.29,0.57,0.96,L80,C,49,1.48,49.88,0.44,2,0.81,80,5.21,0.49,2024-10-17,215.31,0.645
ITM12540,Apparel,299,81,6,3,31.09,6.7,0.64,L82,A,160,3.52,87.65,1.14,9,0.8,507,3.52,0.93,2024-01-28,138.23,0.499
ITM12541,Groceries,290,97,10,3,11.46,6.77,0.78,L4,C,177,3.36,150.83,1.88,1,1.0,887,6.44,0.98,2024-10-08,268.38,0.674
ITM12542,Electronics,190,59,7,2,15.28,6.7,0.74,L64,A,83,4.66,29.13,1.81,0,0.92,140,2.84,0.86,2024-08-24,14.88,0.613
ITM12543,Automotive,178,93,9,8,42.87,2.05,0.89,L81,C,83,3.32,164.46,0.22,0,0.85,177,10.67,0.39,2024-11-26,76.25,0.768
ITM12544,Pharma,220,25,11,7,49.95,2.93,0.95,L70,A,59,2.34,199.42,0.82,3,0.87,828,10.94,0.73,2024-10-08,211.55,0.724
ITM12545,Apparel,64,85,7,3,16.59,2.85,0.13,L38,A,19,1.37,159.77,0.61,0,0.89,597,1.21,0.68,2024-02-07,157.43,0.669
ITM12546,Electronics,469,86,13,4,8.29,9.62,0.98,L83,B,112,3.46,100.01,1.01,1,0.71,897,10.73,0.86,2024-05-28,164.8,0.736
ITM12547,Groceries,283,48,7,8,39.87,1.14,0.88,L39,B,103,1.02,117.95,1.68,0,0.72,841,5.19,0.61,2024-12-09,130.74,0.567
ITM12548,Apparel,90,98,6,3,30.42,4.57,0.44,L62,D,141,4.23,11.17,1.5,5,0.89,774,10.19,0.45,2024-02-04,58.27,0.554
ITM12549,Groceries,383,55,8,5,5.92,8.78,0.85,L32,B,138,1.61,49.76,0.75,3,0.81,558,10.89,0.22,2024-05-08,58.2,0.616
ITM12550,Pharma,390,97,4,3,47.39,7.81,0.76,L88,A,52,2.86,180.81,0.83,7,0.72,985,4.89,0.84,2024-02-20,95.4,0.554
ITM12551,Automotive,122,56,5,5,4.82,8.31,0.81,L52,B,92,3.18,14.13,1.34,4,0.79,794,3.6,0.62,2024-04-11,145.81,0.516
ITM12552,Apparel,144,53,3,9,31.64,9.74,0.3,L39,B,142,2.13,181.91,0.47,9,0.74,789,12.57,0.63,2024-10-24,249.0,0.615
ITM12553,Apparel,332,18,4,5,21.77,4.18,0.68,L59,B,113,3.49,31.52,0.3,4,0.97,930,11.35,0.97,2024-09-06,139.58,0.829
ITM12554,Pharma,483,96,4,4,28.27,3.44,0.12,L10,A,43,1.63,35.28,0.56,7,0.76,859,12.72,0.59,2024-06-18,270.36,0.644
ITM12555,Electronics,305,59,10,3,11.45,0.79,0.86,L89,A,33,0.66,43.32,0.34,9,0.74,286,7.1,0.45,2024-07-01,44.95,0.519
ITM12556,Automotive,477,86,10,3,34.72,1.93,0.96,L8,D,151,4.82,161.88,0.77,5,0.89,582,7.39,0.47,2024-03-06,88.81,0.594
ITM12557,Apparel,249,69,4,6,48.03,5.84,0.7,L21,B,50,1.94,100.86,1.88,5,0.86,657,5.82,0.21,2024-12-09,30.45,0.404
ITM12558,Automotive,165,24,8,8,23.46,2.0,0.56,L57,B,179,3.71,37.59,0.33,2,0.87,100,7.99,0.3,2024-12-01,157.91,0.668
ITM12559,Apparel,389,45,7,6,26.62,7.49,0.75,L54,A,22,2.78,140.49,1.65,5,0.83,898,10.05,0.24,2024-04-30,36.11,0.483
ITM12560,Automotive,216,72,5,2,12.75,0.85,0.39,L62,D,166,3.51,188.73,1.12,9,0.84,872,12.4,0.39,2024-02-21,240.75,0.519
ITM12561,Groceries,392,78,7,5,44.7,2.97,0.66,L60,D,171,1.0,118.77,1.3,6,0.93,518,3.56,0.25,2024-05-25,21.53,0.433
ITM12562,Apparel,240,95,7,4,48.59,7.11,0.75,L27,A,141,2.83,28.75,0.42,1,0.77,941,6.68,0.46,2024-11-13,147.86,0.673
ITM12563,Automotive,442,89,7,6,39.53,2.93,0.23,L44,B,37,2.26,20.4,0.39,2,0.82,437,7.46,0.3,2024-02-05,131.98,0.644
ITM12564,Electronics,79,50,5,3,27.6,7.42,0.23,L78,D,92,2.53,161.22,0.41,5,0.99,111,7.83,0.93,2024-04-09,68.65,0.747
ITM12565,Groceries,117,83,5,2,47.88,9.96,0.74,L19,D,138,4.85,128.96,1.37,9,0.76,392,8.59,0.95,2024-06-11,180.19,0.54
ITM12566,Groceries,190,33,6,4,8.54,8.07,0.49,L41,B,173,1.11,185.3,1.52,8,0.79,202,12.22,0.68,2024-09-05,121.97,0.545
ITM12567,Electronics,401,91,9,7,24.45,3.75,0.9,L92,D,116,3.9,113.98,1.85,8,0.76,785,13.41,0.84,2024-08-18,67.41,0.554
ITM12568,Automotive,192,58,14,3,27.34,9.06,0.38,L41,B,22,1.99,21.86,0.86,7,0.71,703,3.23,0.74,2024-06-17,249.7,0.507
ITM12569,Pharma,170,27,14,3,25.1,0.99,0.14,L94,D,123,1.81,86.7,0.98,7,0.78,90,10.98,0.85,2024-11-11,201.6,0.634
ITM12570,Electronics,472,16,14,9,40.32,7.39,0.68,L45,D,115,1.72,135.02,0.99,8,0.71,535,7.71,0.71,2024-12-03,13.52,0.528
ITM12571,Automotive,369,13,4,7,33.85,0.72,0.72,L52,A,14,2.07,83.13,0.61,8,0.75,727,6.85,0.54,2024-06-05,155.54,0.528
ITM12572,Electronics,409,99,12,5,7.21,2.16,0.6,L17,D,106,2.11,199.92,0.72,9,0.81,751,2.59,0.9,2024-12-21,88.68,0.525
ITM12573,Electronics,459,78,6,5,17.98,9.88,0.71,L98,B,23,1.72,87.02,1.71,8,0.71,858,1.9,0.55,2024-10-26,275.38,0.346
ITM12574,Apparel,141,69,6,6,17.61,3.93,0.57,L48,D,89,3.5,113.78,0.75,4,0.93,606,14.69,0.52,2024-03-19,220.42,0.731
ITM12575,Automotive,127,64,3,6,28.72,8.29,0.72,L66,A,129,0.71,52.82,1.75,5,0.94,769,9.99,0.7,2024-10-16,187.37,0.586
ITM12576,Pharma,23,25,12,3,15.28,4.07,0.14,L72,D,169,2.0,38.91,0.68,4,0.82,431,7.33,0.95,2024-10-17,35.83,0.704
ITM12577,Apparel,112,99,10,8,6.75,8.48,0.43,L14,C,164,1.76,132.61,0.75,0,1.0,145,11.66,0.55,2024-07-05,279.89,0.79
ITM12578,Electronics,426,91,3,3,33.03,9.67,0.29,L41,B,44,3.88,121.84,1.16,3,0.9,961,2.28,0.66,2024-06-10,51.82,0.566
ITM12579,Electronics,25,38,10,6,42.7,4.64,0.19,L31,C,12,1.16,10.82,0.3,0,0.92,836,9.5,0.59,2024-08-07,140.72,0.799
ITM12580,Electronics,307,32,9,7,46.65,5.81,0.31,L60,A,13,4.73,64.11,1.85,0,0.76,342,10.25,0.93,2024-03-27,207.5,0.69
ITM12581,Automotive,125,23,11,6,48.66,6.47,0.27,L16,C,144,1.27,132.28,1.66,2,0.95,284,7.33,0.74,2024-01-03,153.48,0.63
ITM12582,Automotive,165,88,10,3,39.27,9.38,0.98,L35,D,140,2.17,164.33,1.37,6,0.98,390,4.54,0.54,2024-06-09,265.92,0.508
ITM12583,Apparel,290,58,7,4,7.85,2.94,0.36,L58,B,90,1.4,69.35,1.98,0,0.77,768,14.36,0.69,2024-05-06,252.25,0.685
ITM12584,Pharma,443,42,10,3,42.8,6.31,0.31,L32,C,120,1.79,133.01,0.13,6,0.91,587,5.22,0.32,2024-04-23,49.26,0.583
ITM12585,Apparel,397,34,13,4,20.6,3.58,0.85,L19,D,68,3.92,60.4,0.88,9,0.92,399,2.75,0.47,2024-12-30,189.11,0.447
ITM12586,Groceries,115,30,12,4,36.77,2.56,0.48,L13,C,83,2.64,141.17,1.73,9,0.79,921,9.83,0.79,2024-11-24,25.14,0.494
ITM12587,Electronics,476,26,14,3,27.03,1.31,0.48,L7,D,138,1.23,142.61,0.92,0,0.84,256,9.04,0.65,2024-08-11,218.97,0.727
ITM12588,Electronics,248,32,14,8,41.6,6.4,0.5,L38,D,165,0.71,34.74,0.11,8,0.73,540,11.57,0.45,2024-05-21,223.45,0.619
ITM12589,Electronics,221,66,5,8,21.85,8.88,0.47,L50,C,68,1.53,136.37,0.4,4,0.75,430,11.55,0.49,2024-07-03,109.9,0.682
ITM12590,Apparel,231,90,12,2,4.03,3.84,0.39,L79,A,127,4.76,73.38,0.92,5,0.72,190,9.68,0.85,2024-03-09,238.11,0.651
ITM12591,Apparel,25,67,9,6,28.28,5.75,0.36,L54,B,147,4.3,42.79,1.37,8,0.87,908,3.91,0.63,2024-12-13,199.28,0.455
ITM12592,Electronics,131,23,14,8,9.39,6.6,0.89,L32,A,112,2.48,105.07,0.41,2,0.89,648,13.42,0.39,2024-06-18,156.17,0.754
ITM12593,Apparel,395,29,6,5,48.31,4.44,0.25,L21,C,140,2.67,95.94,0.95,2,0.97,979,4.48,0.44,2024-09-02,142.03,0.607
ITM12594,Automotive,398,39,7,3,26.82,9.08,0.26,L42,D,144,4.55,157.04,0.12,4,0.86,940,2.32,0.57,2024-08-24,41.65,0.625
ITM12595,Automotive,466,28,11,4,28.12,3.95,0.61,L74,C,18,3.16,26.06,1.01,6,0.78,659,5.22,0.81,2024-08-16,164.02,0.567
ITM12596,Apparel,342,62,9,3,45.46,1.69,0.41,L93,D,108,4.46,160.05,1.8,2,0.72,72,7.77,1.0,2024-07-02,55.27,0.628
ITM12597,Electronics,125,65,6,6,31.6,1.87,0.48,L41,D,150,2.71,30.16,1.23,3,0.97,811,3.9,0.35,2024-06-05,200.25,0.533
ITM12598,Apparel,158,86,8,7,15.83,8.96,0.83,L25,A,177,1.4,49.42,0.94,1,0.84,413,5.67,0.8,2024-09-06,182.47,0.69
ITM12599,Apparel,318,91,12,8,15.51,9.89,0.91,L98,A,123,3.77,108.02,0.41,8,0.92,811,8.19,0.69,2024-10-09,94.25,0.63
ITM12600,Apparel,420,32,13,8,25.58,3.24,0.81,L21,C,71,2.87,98.0,0.48,9,0.7,197,5.52,0.62,2024-02-25,81.63,0.51
ITM12601,Groceries,115,71,9,8,43.46,1.86,0.31,L64,B,71,3.51,197.88,0.25,8,0.85,615,2.25,0.97,2024-03-30,148.06,0.609
ITM12602,Automotive,407,42,12,4,39.94,5.08,0.98,L66,A,19,1.21,122.0,1.51,1,0.8,876,3.76,0.46,2024-11-26,158.62,0.531
ITM12603,Pharma,466,27,11,5,48.17,7.24,0.43,L60,D,96,3.41,72.21,0.25,4,0.71,965,12.12,0.34,2024-11-06,241.4,0.667
ITM12604,Pharma,471,82,6,9,4.52,6.32,0.25,L64,C,20,2.22,181.03,0.83,0,0.93,600,14.36,0.9,2024-02-11,98.15,0.874
ITM12605,Groceries,356,42,12,5,14.15,9.54,0.55,L40,C,71,1.99,69.32,1.52,7,0.85,554,3.08,0.25,2024-05-23,126.99,0.369
ITM12606,Apparel,316,41,5,8,4.93,8.27,0.75,L64,B,86,3.52,62.02,1.45,5,0.8,895,10.53,0.85,2024-03-12,109.56,0.625
ITM12607,Groceries,486,70,10,5,37.8,8.76,0.17,L3,C,113,3.17,103.93,1.2,9,0.94,267,13.68,0.67,2024-10-02,124.29,0.604
ITM12608,Groceries,408,63,3,7,7.9,5.65,0.67,L12,A,65,3.42,183.5,1.19,9,0.83,908,5.19,0.33,2024-04-10,174.46,0.402
ITM12609,Electronics,435,26,11,8,5.89,3.61,0.87,L51,D,119,4.84,144.62,0.27,1,0.7,531,12.61,0.38,2024-05-14,171.67,0.737
ITM12610,Automotive,233,28,3,2,28.52,7.17,0.34,L65,C,58,3.66,138.72,0.43,1,0.98,465,13.67,0.32,2024-11-16,114.79,0.779
ITM12611,Pharma,473,79,4,4,21.16,4.67,0.72,L59,C,25,3.38,147.95,1.12,9,0.78,986,5.19,0.77,2024-02-09,184.71,0.487
ITM12612,Apparel,310,43,10,7,36.04,3.23,0.46,L31,D,82,3.26,135.33,0.76,4,0.95,798,1.79,0.32,2024-02-08,188.65,0.522
ITM12613,Pharma,41,93,11,9,24.86,1.95,0.47,L28,C,125,2.29,154.36,0.14,6,0.94,374,13.84,0.75,2024-01-10,162.8,0.789
ITM12614,Pharma,212,34,9,4,21.84,5.51,0.35,L75,C,102,4.28,46.62,1.62,8,0.75,885,5.63,0.3,2024-09-16,141.18,0.363
ITM12615,Automotive,487,77,5,9,21.85,6.15,0.66,L46,B,146,2.21,43.68,1.34,8,0.84,904,1.19,0.84,2024-11-19,32.6,0.458
ITM12616,Pharma,169,83,9,8,43.72,5.9,0.42,L7,A,42,3.65,78.81,0.72,5,0.71,838,7.65,0.94,2024-01-16,166.97,0.66
ITM12617,Pharma,387,83,8,7,20.37,1.61,0.85,L7,C,97,1.82,171.68,0.29,1,0.81,786,2.62,0.65,2024-10-24,216.68,0.678
ITM12618,Groceries,266,97,4,8,17.34,5.91,0.97,L37,A,172,1.16,145.75,1.22,5,0.92,538,13.62,0.97,2024-10-23,72.44,0.738
ITM12619,Automotive,286,94,5,9,17.59,2.1,0.94,L64,B,48,1.08,117.63,0.76,0,0.77,457,3.17,0.51,2024-07-26,235.57,0.622
ITM12620,Electronics,480,20,13,9,10.63,6.81,0.25,L77,A,123,3.36,13.7,0.59,1,0.74,193,5.26,0.4,2024-10-29,180.06,0.619
ITM12621,Apparel,270,25,14,7,43.17,4.58,0.11,L84,B,86,1.98,54.8,1.47,2,0.85,849,12.07,0.34,2024-04-18,78.88,0.612
ITM12622,Pharma,22,99,12,8,8.18,8.56,0.49,L87,A,96,1.74,162.67,0.72,4,0.86,260,12.29,0.58,2024-01-19,57.26,0.7
ITM12623,Apparel,412,70,12,2,45.52,7.89,0.76,L61,A,162,3.16,56.07,0.36,9,0.9,715,13.62,0.3,2024-10-09,81.17,0.606
ITM12624,Electronics,335,89,14,4,14.89,7.38,0.98,L37,C,123,0.62,148.76,1.02,0,0.93,308,7.96,0.9,2024-05-13,230.13,0.77
